1422.82	1263.66	1159.88	1263.66	1415.02	139.85 	139.85 	139.85 	139.85 	139.85 	79.75  	79.75  	79.75  	79.75  
1422.82	1263.66	1159.88	1263.66	1392.67	139.06 	138.65 	138.29 	138.0  	138.85 	78.81  	77.78  	78.44  	79.18  
1422.82	1263.66	1159.88	1263.66	1392.67	139.06 	138.65 	138.29 	138.13 	138.85 	78.81  	77.97  	78.44  	79.18  
1422.82	1263.66	1159.88	1263.66	1392.67	139.06 	138.65 	138.29 	138.0  	138.85 	78.81  	77.78  	78.44  	79.18  
1422.82	1263.66	1159.88	1263.66	1392.67	139.06 	138.65 	138.29 	138.0  	138.85 	78.81  	77.78  	78.44  	79.18  
1422.82	1263.66	1159.88	1263.66	1392.67	139.06 	138.65 	138.29 	138.0  	138.85 	78.81  	77.78  	78.44  	79.18  
1422.82	1263.66	1159.88	1263.66	1392.67	139.06 	138.65 	138.29 	138.0  	138.85 	78.81  	77.78  	78.44  	79.18  
1422.82	1263.66	1159.88	1263.66	1392.67	486.42 	410.05 	371.04 	350.1  	441.33 	977.01 	774.63 	888.58 	1102.96
1422.82	1263.66	1159.88	1263.66	1392.67	1370.53	1312.07	1271.19	1250.16	1338.85	1507.34	1477.73	1495.04	1521.46
1422.82	1263.66	1159.88	1263.66	1422.82	1503.52	1503.52	1503.52	1503.52	1503.52	1503.52	1503.52	1503.52	1503.52
1422.82	1263.66	1159.88	1263.66	1422.82	1453.04	1453.04	1453.04	1453.04	1453.04	1453.04	1453.04	1453.04	1453.04
1404.45	1263.66	1159.88	1263.66	1404.45	1404.45	1404.45	1404.45	1404.45	1404.45	1404.45	1404.45	1404.45	1404.45
1358.19	1263.66	1159.88	1263.66	1358.19	1358.19	1358.19	1358.19	1358.19	1358.19	1358.19	1358.19	1358.19	1358.19
1314.69	1263.66	1159.88	1263.66	1314.69	1314.69	1314.69	1314.69	1314.69	1314.69	1314.69	1314.69	1314.69	1314.69
1274.41	1263.66	1159.88	1263.66	1274.41	1274.41	1274.41	1274.41	1274.41	1274.41	1274.41	1274.41	1274.41	1274.41
1237.91	1237.91	1159.88	1237.91	1237.91	1237.91	1237.91	1237.91	1237.91	1237.91	1237.91	1237.91	1237.91	1237.91
1205.9 	1205.9 	1159.88	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 	1205.9 
1179.24	1179.24	1159.88	1179.24	1179.24	1179.24	1179.24	1179.24	1179.24	1179.24	1179.24	1179.24	1179.24	1179.24
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88	1159.88
1160.78	1160.78	1159.88	1160.78	1160.78	1160.78	1160.78	1160.78	1160.78	1160.78	1160.78	1160.78	1160.78	1160.78
1182.85	1182.85	1159.88	1182.85	1182.85	1182.85	1182.85	1182.85	1182.85	1182.85	1182.85	1182.85	1182.85	1182.85
1211.83	1211.83	1159.88	1211.83	1211.83	1211.83	1211.83	1211.83	1211.83	1211.83	1211.83	1211.83	1211.83	1211.83
1246.48	1246.48	1159.88	1246.48	1246.48	1246.48	1246.48	1246.48	1246.48	1246.48	1246.48	1246.48	1246.48	1246.48
1285.84	1263.66	1159.88	1263.66	1285.84	1285.84	1285.84	1285.84	1285.84	1285.84	1285.84	1285.84	1285.84	1285.84
1329.17	1263.66	1159.88	1263.66	1329.17	1329.17	1329.17	1329.17	1329.17	1329.17	1329.17	1329.17	1329.17	1329.17
1375.84	1263.66	1159.88	1263.66	1375.84	1375.84	1375.84	1375.84	1375.84	1375.84	1375.84	1375.84	1375.84	1375.84
1422.82	1263.66	1159.88	1263.66	1422.82	1425.36	1425.36	1425.36	1425.36	1425.36	1425.36	1425.36	1425.36	1425.36
1422.82	1263.66	1159.88	1263.66	1422.82	1477.23	1477.23	1477.23	1477.23	1477.23	1477.23	1477.23	1477.23	1477.23
1422.82	1263.66	1159.88	1263.66	1422.82	1530.86	1530.86	1530.86	1530.86	1530.86	1530.86	1530.86	1530.86	1530.86
